ID,sentimiento
63995,positivo
63996,positivo
63997,negativo
63998,negativo
63999,positivo
64000,negativo
64001,negativo
64002,negativo
64003,positivo
64004,negativo
64005,negativo
64006,positivo
64007,negativo
64008,positivo
64009,negativo
64010,negativo
64011,positivo
64012,negativo
64013,negativo
64014,negativo
64015,negativo
64016,positivo
64017,positivo
64018,negativo
64019,negativo
64020,negativo
64021,positivo
64022,negativo
64023,negativo
64024,positivo
64025,negativo
64026,negativo
64027,positivo
64028,positivo
64029,negativo
64030,negativo
64031,positivo
64032,positivo
64033,positivo
64034,positivo
64035,positivo
64036,negativo
64037,negativo
64038,negativo
64039,positivo
64040,positivo
64041,negativo
64042,negativo
64043,positivo
64044,positivo
64045,positivo
64046,negativo
64047,negativo
64048,positivo
64049,positivo
64050,negativo
64051,positivo
64052,positivo
64053,positivo
64054,positivo
64055,negativo
64056,positivo
64057,negativo
64058,positivo
64059,negativo
64060,negativo
64061,negativo
64062,negativo
64063,positivo
64064,positivo
64065,negativo
64066,positivo
64067,negativo
64068,negativo
64069,negativo
64070,positivo
64071,positivo
64072,positivo
64073,negativo
64074,negativo
64075,negativo
64076,positivo
64077,positivo
64078,positivo
64079,negativo
64080,positivo
64081,positivo
64082,positivo
64083,positivo
64084,negativo
64085,positivo
64086,negativo
64087,negativo
64088,negativo
64089,positivo
64090,positivo
64091,negativo
64092,positivo
64093,negativo
64094,positivo
64095,positivo
64096,positivo
64097,negativo
64098,positivo
64099,positivo
64100,positivo
64101,positivo
64102,negativo
64103,negativo
64104,negativo
64105,negativo
64106,negativo
64107,positivo
64108,negativo
64109,positivo
64110,negativo
64111,positivo
64112,negativo
64113,negativo
64114,positivo
64115,positivo
64116,positivo
64117,negativo
64118,positivo
64119,negativo
64120,negativo
64121,positivo
64122,positivo
64123,positivo
64124,negativo
64125,positivo
64126,negativo
64127,positivo
64128,negativo
64129,negativo
64130,negativo
64131,positivo
64132,negativo
64133,positivo
64134,positivo
64135,positivo
64136,positivo
64137,positivo
64138,positivo
64139,positivo
64140,positivo
64141,positivo
64142,negativo
64143,negativo
64144,positivo
64145,positivo
64146,negativo
64147,positivo
64148,negativo
64149,negativo
64150,positivo
64151,positivo
64152,negativo
64153,negativo
64154,negativo
64155,positivo
64156,negativo
64157,positivo
64158,negativo
64159,positivo
64160,negativo
64161,negativo
64162,positivo
64163,positivo
64164,negativo
64165,positivo
64166,negativo
64167,negativo
64168,positivo
64169,negativo
64170,negativo
64171,positivo
64172,negativo
64173,positivo
64174,positivo
64175,positivo
64176,negativo
64177,positivo
64178,negativo
64179,negativo
64180,positivo
64181,negativo
64182,negativo
64183,negativo
64184,negativo
64185,negativo
64186,positivo
64187,negativo
64188,negativo
64189,negativo
64190,negativo
64191,negativo
64192,positivo
64193,negativo
64194,negativo
64195,negativo
64196,positivo
64197,negativo
64198,negativo
64199,positivo
64200,negativo
64201,positivo
64202,positivo
64203,positivo
64204,negativo
64205,positivo
64206,negativo
64207,negativo
64208,negativo
64209,negativo
64210,negativo
64211,positivo
64212,positivo
64213,negativo
64214,positivo
64215,negativo
64216,negativo
64217,negativo
64218,negativo
64219,negativo
64220,positivo
64221,positivo
64222,negativo
64223,negativo
64224,negativo
64225,negativo
64226,positivo
64227,negativo
64228,negativo
64229,negativo
64230,negativo
64231,negativo
64232,negativo
64233,negativo
64234,positivo
64235,negativo
64236,positivo
64237,positivo
64238,positivo
64239,positivo
64240,negativo
64241,positivo
64242,negativo
64243,positivo
64244,positivo
64245,positivo
64246,negativo
64247,positivo
64248,negativo
64249,negativo
64250,positivo
64251,positivo
64252,negativo
64253,negativo
64254,positivo
64255,positivo
64256,negativo
64257,negativo
64258,positivo
64259,negativo
64260,negativo
64261,positivo
64262,negativo
64263,positivo
64264,negativo
64265,negativo
64266,negativo
64267,negativo
64268,positivo
64269,positivo
64270,positivo
64271,positivo
64272,positivo
64273,negativo
64274,positivo
64275,negativo
64276,negativo
64277,negativo
64278,positivo
64279,positivo
64280,negativo
64281,positivo
64282,negativo
64283,positivo
64284,negativo
64285,negativo
64286,negativo
64287,positivo
64288,positivo
64289,negativo
64290,positivo
64291,negativo
64292,negativo
64293,negativo
64294,negativo
64295,negativo
64296,negativo
64297,negativo
64298,positivo
64299,negativo
64300,negativo
64301,positivo
64302,positivo
64303,positivo
64304,positivo
64305,positivo
64306,negativo
64307,negativo
64308,positivo
64309,positivo
64310,positivo
64311,positivo
64312,positivo
64313,negativo
64314,positivo
64315,positivo
64316,positivo
64317,negativo
64318,positivo
64319,negativo
64320,positivo
64321,negativo
64322,positivo
64323,negativo
64324,negativo
64325,negativo
64326,negativo
64327,positivo
64328,positivo
64329,negativo
64330,positivo
64331,negativo
64332,negativo
64333,positivo
64334,negativo
64335,positivo
64336,positivo
64337,positivo
64338,positivo
64339,negativo
64340,positivo
64341,positivo
64342,negativo
64343,negativo
64344,negativo
64345,negativo
64346,negativo
64347,positivo
64348,negativo
64349,positivo
64350,positivo
64351,positivo
64352,negativo
64353,negativo
64354,negativo
64355,positivo
64356,negativo
64357,negativo
64358,negativo
64359,positivo
64360,positivo
64361,negativo
64362,positivo
64363,negativo
64364,positivo
64365,positivo
64366,positivo
64367,negativo
64368,negativo
64369,positivo
64370,negativo
64371,positivo
64372,positivo
64373,negativo
64374,negativo
64375,negativo
64376,positivo
64377,positivo
64378,positivo
64379,negativo
64380,negativo
64381,positivo
64382,positivo
64383,negativo
64384,positivo
64385,negativo
64386,positivo
64387,negativo
64388,positivo
64389,positivo
64390,positivo
64391,positivo
64392,positivo
64393,positivo
64394,positivo
64395,negativo
64396,negativo
64397,positivo
64398,positivo
64399,positivo
64400,negativo
64401,positivo
64402,positivo
64403,positivo
64404,negativo
64405,positivo
64406,positivo
64407,positivo
64408,positivo
64409,positivo
64410,negativo
64411,positivo
64412,positivo
64413,negativo
64414,negativo
64415,positivo
64416,negativo
64417,negativo
64418,positivo
64419,negativo
64420,positivo
64421,negativo
64422,positivo
64423,positivo
64424,positivo
64425,negativo
64426,negativo
64427,positivo
64428,negativo
64429,negativo
64430,negativo
64431,negativo
64432,negativo
64433,negativo
64434,negativo
64435,negativo
64436,negativo
64437,negativo
64438,negativo
64439,negativo
64440,negativo
64441,positivo
64442,positivo
64443,positivo
64444,negativo
64445,negativo
64446,positivo
64447,negativo
64448,positivo
64449,positivo
64450,positivo
64451,negativo
64452,negativo
64453,negativo
64454,positivo
64455,negativo
64456,negativo
64457,positivo
64458,positivo
64459,negativo
64460,negativo
64461,positivo
64462,negativo
64463,negativo
64464,negativo
64465,negativo
64466,positivo
64467,positivo
64468,negativo
64469,negativo
64470,negativo
64471,positivo
64472,negativo
64473,positivo
64474,positivo
64475,positivo
64476,positivo
64477,negativo
64478,negativo
64479,positivo
64480,negativo
64481,positivo
64482,positivo
64483,positivo
64484,negativo
64485,positivo
64486,positivo
64487,positivo
64488,negativo
64489,negativo
64490,negativo
64491,positivo
64492,negativo
64493,positivo
64494,positivo
64495,negativo
64496,negativo
64497,positivo
64498,positivo
64499,positivo
64500,positivo
64501,negativo
64502,negativo
64503,negativo
64504,positivo
64505,negativo
64506,negativo
64507,negativo
64508,negativo
64509,negativo
64510,positivo
64511,positivo
64512,negativo
64513,positivo
64514,positivo
64515,negativo
64516,negativo
64517,positivo
64518,positivo
64519,positivo
64520,negativo
64521,positivo
64522,positivo
64523,positivo
64524,negativo
64525,negativo
64526,positivo
64527,negativo
64528,negativo
64529,negativo
64530,positivo
64531,negativo
64532,negativo
64533,positivo
64534,negativo
64535,positivo
64536,positivo
64537,negativo
64538,positivo
64539,positivo
64540,positivo
64541,negativo
64542,positivo
64543,negativo
64544,negativo
64545,negativo
64546,negativo
64547,negativo
64548,negativo
64549,negativo
64550,negativo
64551,positivo
64552,positivo
64553,positivo
64554,negativo
64555,negativo
64556,negativo
64557,positivo
64558,negativo
64559,positivo
64560,positivo
64561,positivo
64562,negativo
64563,negativo
64564,positivo
64565,negativo
64566,negativo
64567,positivo
64568,positivo
64569,negativo
64570,positivo
64571,negativo
64572,positivo
64573,positivo
64574,positivo
64575,negativo
64576,positivo
64577,positivo
64578,positivo
64579,positivo
64580,negativo
64581,negativo
64582,negativo
64583,negativo
64584,positivo
64585,positivo
64586,positivo
64587,positivo
64588,negativo
64589,positivo
64590,positivo
64591,positivo
64592,negativo
64593,negativo
64594,negativo
64595,positivo
64596,negativo
64597,negativo
64598,negativo
64599,positivo
64600,positivo
64601,negativo
64602,negativo
64603,positivo
64604,positivo
64605,positivo
64606,negativo
64607,positivo
64608,positivo
64609,positivo
64610,negativo
64611,negativo
64612,positivo
64613,negativo
64614,negativo
64615,positivo
64616,positivo
64617,negativo
64618,negativo
64619,negativo
64620,positivo
64621,positivo
64622,positivo
64623,positivo
64624,positivo
64625,negativo
64626,positivo
64627,positivo
64628,negativo
64629,positivo
64630,positivo
64631,negativo
64632,positivo
64633,positivo
64634,positivo
64635,negativo
64636,negativo
64637,negativo
64638,positivo
64639,positivo
64640,positivo
64641,positivo
64642,negativo
64643,positivo
64644,negativo
64645,negativo
64646,negativo
64647,positivo
64648,positivo
64649,negativo
64650,positivo
64651,negativo
64652,negativo
64653,positivo
64654,negativo
64655,positivo
64656,positivo
64657,negativo
64658,positivo
64659,negativo
64660,positivo
64661,positivo
64662,positivo
64663,positivo
64664,negativo
64665,positivo
64666,positivo
64667,positivo
64668,positivo
64669,positivo
64670,negativo
64671,positivo
64672,negativo
64673,negativo
64674,positivo
64675,positivo
64676,negativo
64677,positivo
64678,positivo
64679,negativo
64680,positivo
64681,negativo
64682,positivo
64683,positivo
64684,negativo
64685,positivo
64686,negativo
64687,negativo
64688,negativo
64689,positivo
64690,positivo
64691,negativo
64692,positivo
64693,positivo
64694,negativo
64695,positivo
64696,negativo
64697,positivo
64698,negativo
64699,negativo
64700,positivo
64701,negativo
64702,negativo
64703,positivo
64704,positivo
64705,positivo
64706,positivo
64707,positivo
64708,negativo
64709,positivo
64710,negativo
64711,positivo
64712,negativo
64713,positivo
64714,positivo
64715,positivo
64716,negativo
64717,negativo
64718,positivo
64719,positivo
64720,positivo
64721,negativo
64722,negativo
64723,positivo
64724,negativo
64725,negativo
64726,positivo
64727,positivo
64728,negativo
64729,negativo
64730,positivo
64731,negativo
64732,negativo
64733,positivo
64734,positivo
64735,positivo
64736,negativo
64737,negativo
64738,negativo
64739,positivo
64740,positivo
64741,negativo
64742,positivo
64743,positivo
64744,negativo
64745,positivo
64746,positivo
64747,negativo
64748,negativo
64749,negativo
64750,negativo
64751,positivo
64752,negativo
64753,negativo
64754,positivo
64755,negativo
64756,negativo
64757,negativo
64758,positivo
64759,negativo
64760,negativo
64761,positivo
64762,negativo
64763,positivo
64764,negativo
64765,negativo
64766,positivo
64767,positivo
64768,negativo
64769,negativo
64770,positivo
64771,negativo
64772,positivo
64773,negativo
64774,negativo
64775,positivo
64776,negativo
64777,negativo
64778,negativo
64779,positivo
64780,negativo
64781,negativo
64782,negativo
64783,positivo
64784,positivo
64785,positivo
64786,negativo
64787,negativo
64788,negativo
64789,negativo
64790,positivo
64791,negativo
64792,positivo
64793,negativo
64794,negativo
64795,positivo
64796,negativo
64797,positivo
64798,negativo
64799,negativo
64800,negativo
64801,positivo
64802,negativo
64803,negativo
64804,negativo
64805,negativo
64806,positivo
64807,positivo
64808,negativo
64809,positivo
64810,positivo
64811,negativo
64812,negativo
64813,positivo
64814,negativo
64815,positivo
64816,negativo
64817,negativo
64818,negativo
64819,negativo
64820,positivo
64821,positivo
64822,positivo
64823,negativo
64824,negativo
64825,positivo
64826,negativo
64827,positivo
64828,negativo
64829,negativo
64830,negativo
64831,negativo
64832,negativo
64833,negativo
64834,negativo
64835,negativo
64836,positivo
64837,negativo
64838,negativo
64839,positivo
64840,negativo
64841,positivo
64842,positivo
64843,negativo
64844,negativo
64845,positivo
64846,negativo
64847,positivo
64848,positivo
64849,negativo
64850,negativo
64851,positivo
64852,positivo
64853,negativo
64854,negativo
64855,positivo
64856,negativo
64857,negativo
64858,negativo
64859,negativo
64860,negativo
64861,negativo
64862,negativo
64863,negativo
64864,negativo
64865,positivo
64866,negativo
64867,negativo
64868,negativo
64869,positivo
64870,negativo
64871,positivo
64872,negativo
64873,negativo
64874,negativo
64875,negativo
64876,negativo
64877,positivo
64878,positivo
64879,negativo
64880,negativo
64881,positivo
64882,negativo
64883,negativo
64884,positivo
64885,negativo
64886,positivo
64887,positivo
64888,positivo
64889,positivo
64890,positivo
64891,negativo
64892,negativo
64893,positivo
64894,positivo
64895,negativo
64896,positivo
64897,negativo
64898,positivo
64899,positivo
64900,negativo
64901,positivo
64902,negativo
64903,negativo
64904,positivo
64905,positivo
64906,positivo
64907,positivo
64908,negativo
64909,negativo
64910,negativo
64911,negativo
64912,negativo
64913,positivo
64914,positivo
64915,positivo
64916,negativo
64917,positivo
64918,negativo
64919,negativo
64920,positivo
64921,positivo
64922,negativo
64923,negativo
64924,negativo
64925,positivo
64926,negativo
64927,positivo
64928,positivo
64929,positivo
64930,negativo
64931,positivo
64932,positivo
64933,positivo
64934,negativo
64935,negativo
64936,negativo
64937,negativo
64938,positivo
64939,positivo
64940,positivo
64941,negativo
64942,negativo
64943,negativo
64944,positivo
64945,negativo
64946,negativo
64947,negativo
64948,positivo
64949,negativo
64950,negativo
64951,positivo
64952,positivo
64953,positivo
64954,positivo
64955,positivo
64956,negativo
64957,positivo
64958,positivo
64959,positivo
64960,positivo
64961,positivo
64962,positivo
64963,positivo
64964,positivo
64965,negativo
64966,positivo
64967,negativo
64968,positivo
64969,negativo
64970,positivo
64971,negativo
64972,positivo
64973,negativo
64974,negativo
64975,negativo
64976,positivo
64977,negativo
64978,negativo
64979,negativo
64980,positivo
64981,negativo
64982,positivo
64983,negativo
64984,positivo
64985,positivo
64986,negativo
64987,negativo
64988,positivo
64989,negativo
64990,negativo
64991,positivo
64992,negativo
64993,positivo
64994,positivo
64995,positivo
64996,positivo
64997,negativo
64998,positivo
64999,negativo
65000,positivo
65001,positivo
65002,positivo
65003,negativo
65004,negativo
65005,negativo
65006,negativo
65007,negativo
65008,positivo
65009,positivo
65010,positivo
65011,positivo
65012,positivo
65013,negativo
65014,negativo
65015,positivo
65016,positivo
65017,negativo
65018,negativo
65019,negativo
65020,positivo
65021,negativo
65022,negativo
65023,negativo
65024,negativo
65025,negativo
65026,positivo
65027,positivo
65028,negativo
65029,negativo
65030,positivo
65031,negativo
65032,positivo
65033,positivo
65034,positivo
65035,positivo
65036,negativo
65037,positivo
65038,negativo
65039,negativo
65040,negativo
65041,negativo
65042,positivo
65043,positivo
65044,negativo
65045,negativo
65046,positivo
65047,positivo
65048,negativo
65049,positivo
65050,positivo
65051,positivo
65052,negativo
65053,positivo
65054,positivo
65055,negativo
65056,negativo
65057,positivo
65058,negativo
65059,negativo
65060,positivo
65061,positivo
65062,negativo
65063,negativo
65064,negativo
65065,positivo
65066,positivo
65067,negativo
65068,negativo
65069,negativo
65070,positivo
65071,positivo
65072,positivo
65073,positivo
65074,negativo
65075,positivo
65076,negativo
65077,negativo
65078,positivo
65079,positivo
65080,negativo
65081,negativo
65082,positivo
65083,positivo
65084,positivo
65085,negativo
65086,positivo
65087,positivo
65088,positivo
65089,positivo
65090,positivo
65091,negativo
65092,negativo
65093,positivo
65094,negativo
65095,positivo
65096,positivo
65097,positivo
65098,positivo
65099,positivo
65100,negativo
65101,negativo
65102,positivo
65103,negativo
65104,negativo
65105,negativo
65106,negativo
65107,negativo
65108,negativo
65109,positivo
65110,positivo
65111,positivo
65112,negativo
65113,negativo
65114,negativo
65115,negativo
65116,negativo
65117,positivo
65118,positivo
65119,positivo
65120,positivo
65121,positivo
65122,negativo
65123,positivo
65124,positivo
65125,positivo
65126,positivo
65127,positivo
65128,negativo
65129,negativo
65130,positivo
65131,positivo
65132,negativo
65133,positivo
65134,negativo
65135,negativo
65136,positivo
65137,negativo
65138,positivo
65139,positivo
65140,positivo
65141,negativo
65142,negativo
65143,positivo
65144,negativo
65145,negativo
65146,positivo
65147,negativo
65148,negativo
65149,positivo
65150,negativo
65151,positivo
65152,negativo
65153,negativo
65154,negativo
65155,positivo
65156,positivo
65157,negativo
65158,negativo
65159,positivo
65160,negativo
65161,positivo
65162,negativo
65163,positivo
65164,positivo
65165,positivo
65166,negativo
65167,positivo
65168,negativo
65169,negativo
65170,negativo
65171,negativo
65172,positivo
65173,positivo
65174,positivo
65175,negativo
65176,positivo
65177,positivo
65178,positivo
65179,positivo
65180,positivo
65181,negativo
65182,positivo
65183,negativo
65184,positivo
65185,negativo
65186,positivo
65187,negativo
65188,negativo
65189,positivo
65190,negativo
65191,positivo
65192,positivo
65193,negativo
65194,negativo
65195,positivo
65196,negativo
65197,positivo
65198,positivo
65199,positivo
65200,positivo
65201,positivo
65202,positivo
65203,negativo
65204,positivo
65205,positivo
65206,positivo
65207,negativo
65208,negativo
65209,positivo
65210,positivo
65211,positivo
65212,negativo
65213,negativo
65214,positivo
65215,negativo
65216,negativo
65217,positivo
65218,negativo
65219,negativo
65220,negativo
65221,positivo
65222,negativo
65223,positivo
65224,positivo
65225,positivo
65226,negativo
65227,positivo
65228,positivo
65229,negativo
65230,negativo
65231,negativo
65232,positivo
65233,negativo
65234,negativo
65235,positivo
65236,positivo
65237,positivo
65238,positivo
65239,negativo
65240,positivo
65241,positivo
65242,negativo
65243,positivo
65244,positivo
65245,negativo
65246,positivo
65247,negativo
65248,positivo
65249,positivo
65250,positivo
65251,negativo
65252,positivo
65253,negativo
65254,negativo
65255,negativo
65256,positivo
65257,negativo
65258,negativo
65259,negativo
65260,positivo
65261,negativo
65262,negativo
65263,positivo
65264,positivo
65265,positivo
65266,negativo
65267,negativo
65268,positivo
65269,negativo
65270,negativo
65271,positivo
65272,negativo
65273,positivo
65274,negativo
65275,negativo
65276,negativo
65277,positivo
65278,negativo
65279,positivo
65280,positivo
65281,positivo
65282,positivo
65283,positivo
65284,negativo
65285,negativo
65286,negativo
65287,negativo
65288,positivo
65289,negativo
65290,negativo
65291,negativo
65292,negativo
65293,positivo
65294,negativo
65295,negativo
65296,positivo
65297,negativo
65298,negativo
65299,negativo
65300,positivo
65301,positivo
65302,negativo
65303,positivo
65304,negativo
65305,negativo
65306,positivo
65307,negativo
65308,positivo
65309,negativo
65310,negativo
65311,negativo
65312,positivo
65313,negativo
65314,positivo
65315,positivo
65316,positivo
65317,positivo
65318,negativo
65319,negativo
65320,negativo
65321,negativo
65322,negativo
65323,negativo
65324,negativo
65325,positivo
65326,negativo
65327,negativo
65328,positivo
65329,positivo
65330,positivo
65331,negativo
65332,positivo
65333,negativo
65334,positivo
65335,positivo
65336,negativo
65337,positivo
65338,negativo
65339,negativo
65340,negativo
65341,positivo
65342,negativo
65343,negativo
65344,negativo
65345,positivo
65346,negativo
65347,positivo
65348,negativo
65349,negativo
65350,positivo
65351,positivo
65352,positivo
65353,positivo
65354,negativo
65355,positivo
65356,positivo
65357,negativo
65358,positivo
65359,negativo
65360,negativo
65361,negativo
65362,negativo
65363,negativo
65364,negativo
65365,negativo
65366,negativo
65367,negativo
65368,negativo
65369,negativo
65370,positivo
65371,positivo
65372,negativo
65373,negativo
65374,negativo
65375,positivo
65376,positivo
65377,negativo
65378,positivo
65379,positivo
65380,positivo
65381,negativo
65382,positivo
65383,positivo
65384,negativo
65385,positivo
65386,negativo
65387,negativo
65388,negativo
65389,negativo
65390,positivo
65391,negativo
65392,negativo
65393,negativo
65394,positivo
65395,negativo
65396,negativo
65397,positivo
65398,positivo
65399,negativo
65400,positivo
65401,positivo
65402,positivo
65403,negativo
65404,positivo
65405,positivo
65406,positivo
65407,negativo
65408,negativo
65409,positivo
65410,negativo
65411,negativo
65412,negativo
65413,positivo
65414,negativo
65415,positivo
65416,positivo
65417,positivo
65418,negativo
65419,positivo
65420,positivo
65421,negativo
65422,negativo
65423,negativo
65424,positivo
65425,negativo
65426,positivo
65427,positivo
65428,positivo
65429,positivo
65430,positivo
65431,positivo
65432,positivo
65433,positivo
65434,negativo
65435,negativo
65436,positivo
65437,negativo
65438,negativo
65439,positivo
65440,positivo
65441,negativo
65442,negativo
65443,positivo
65444,positivo
65445,negativo
65446,positivo
65447,positivo
65448,positivo
65449,positivo
65450,positivo
65451,negativo
65452,positivo
65453,negativo
65454,negativo
65455,positivo
65456,positivo
65457,positivo
65458,positivo
65459,positivo
65460,positivo
65461,negativo
65462,positivo
65463,negativo
65464,positivo
65465,negativo
65466,positivo
65467,negativo
65468,negativo
65469,negativo
65470,negativo
65471,negativo
65472,negativo
65473,positivo
65474,negativo
65475,negativo
65476,positivo
65477,negativo
65478,positivo
65479,negativo
65480,positivo
65481,negativo
65482,negativo
65483,positivo
65484,negativo
65485,negativo
65486,positivo
65487,negativo
65488,negativo
65489,positivo
65490,positivo
65491,positivo
65492,negativo
65493,positivo
65494,negativo
65495,negativo
65496,positivo
65497,negativo
65498,negativo
65499,positivo
65500,positivo
65501,negativo
65502,negativo
65503,negativo
65504,positivo
65505,negativo
65506,negativo
65507,negativo
65508,negativo
65509,negativo
65510,positivo
65511,positivo
65512,positivo
65513,positivo
65514,positivo
65515,negativo
65516,negativo
65517,positivo
65518,positivo
65519,positivo
65520,positivo
65521,positivo
65522,positivo
65523,positivo
65524,positivo
65525,negativo
65526,positivo
65527,negativo
65528,negativo
65529,negativo
65530,positivo
65531,negativo
65532,positivo
65533,negativo
65534,positivo
65535,positivo
65536,positivo
65537,negativo
65538,positivo
65539,positivo
65540,positivo
65541,negativo
65542,negativo
65543,negativo
65544,negativo
65545,positivo
65546,negativo
65547,positivo
65548,positivo
65549,negativo
65550,negativo
65551,negativo
65552,negativo
65553,positivo
65554,negativo
65555,positivo
65556,positivo
65557,positivo
65558,negativo
65559,positivo
65560,negativo
65561,positivo
65562,positivo
65563,positivo
65564,negativo
65565,positivo
65566,positivo
65567,negativo
65568,positivo
65569,positivo
65570,positivo
65571,negativo
65572,positivo
65573,positivo
65574,negativo
65575,positivo
65576,positivo
65577,positivo
65578,negativo
65579,negativo
65580,positivo
65581,positivo
65582,positivo
65583,negativo
65584,negativo
65585,negativo
65586,negativo
65587,negativo
65588,negativo
65589,positivo
65590,positivo
65591,negativo
65592,negativo
65593,negativo
65594,negativo
65595,positivo
65596,positivo
65597,negativo
65598,positivo
65599,positivo
65600,negativo
65601,negativo
65602,negativo
65603,positivo
65604,negativo
65605,negativo
65606,positivo
65607,negativo
65608,negativo
65609,positivo
65610,negativo
65611,negativo
65612,negativo
65613,positivo
65614,negativo
65615,negativo
65616,positivo
65617,negativo
65618,positivo
65619,negativo
65620,positivo
65621,negativo
65622,positivo
65623,negativo
65624,positivo
65625,positivo
65626,positivo
65627,negativo
65628,positivo
65629,negativo
65630,negativo
65631,positivo
65632,negativo
65633,positivo
65634,positivo
65635,negativo
65636,positivo
65637,negativo
65638,negativo
65639,negativo
65640,positivo
65641,positivo
65642,negativo
65643,positivo
65644,positivo
65645,positivo
65646,positivo
65647,positivo
65648,positivo
65649,positivo
65650,negativo
65651,positivo
65652,negativo
65653,negativo
65654,positivo
65655,negativo
65656,positivo
65657,positivo
65658,positivo
65659,negativo
65660,positivo
65661,positivo
65662,positivo
65663,negativo
65664,positivo
65665,negativo
65666,positivo
65667,negativo
65668,negativo
65669,negativo
65670,negativo
65671,negativo
65672,positivo
65673,positivo
65674,negativo
65675,negativo
65676,negativo
65677,negativo
65678,negativo
65679,negativo
65680,negativo
65681,negativo
65682,positivo
65683,positivo
65684,negativo
65685,positivo
65686,negativo
65687,positivo
65688,negativo
65689,positivo
65690,negativo
65691,positivo
65692,positivo
65693,negativo
65694,negativo
65695,positivo
65696,positivo
65697,positivo
65698,negativo
65699,positivo
65700,negativo
65701,negativo
65702,positivo
65703,positivo
65704,negativo
65705,positivo
65706,positivo
65707,negativo
65708,positivo
65709,negativo
65710,negativo
65711,negativo
65712,positivo
65713,negativo
65714,positivo
65715,negativo
65716,positivo
65717,positivo
65718,positivo
65719,positivo
65720,negativo
65721,positivo
65722,negativo
65723,positivo
65724,negativo
65725,positivo
65726,positivo
65727,positivo
65728,negativo
65729,positivo
65730,negativo
65731,positivo
65732,positivo
65733,negativo
65734,negativo
65735,negativo
65736,positivo
65737,negativo
65738,positivo
65739,positivo
65740,negativo
65741,positivo
65742,negativo
65743,positivo
65744,negativo
65745,positivo
65746,negativo
65747,negativo
65748,negativo
65749,negativo
65750,positivo
65751,negativo
65752,negativo
65753,negativo
65754,negativo
65755,positivo
65756,positivo
65757,negativo
65758,negativo
65759,positivo
65760,positivo
65761,negativo
65762,positivo
65763,negativo
65764,positivo
65765,negativo
65766,negativo
65767,negativo
65768,negativo
65769,positivo
65770,negativo
65771,negativo
65772,positivo
65773,positivo
65774,positivo
65775,positivo
65776,positivo
65777,negativo
65778,positivo
65779,positivo
65780,positivo
65781,negativo
65782,negativo
65783,positivo
65784,negativo
65785,positivo
65786,negativo
65787,negativo
65788,positivo
65789,negativo
65790,positivo
65791,negativo
65792,positivo
65793,positivo
65794,positivo
65795,negativo
65796,positivo
65797,positivo
65798,positivo
65799,negativo
65800,positivo
65801,positivo
65802,negativo
65803,negativo
65804,negativo
65805,negativo
65806,negativo
65807,negativo
65808,negativo
65809,negativo
65810,negativo
65811,negativo
65812,positivo
65813,positivo
65814,negativo
65815,positivo
65816,negativo
65817,positivo
65818,positivo
65819,positivo
65820,positivo
65821,positivo
65822,positivo
65823,negativo
65824,positivo
65825,positivo
65826,positivo
65827,positivo
65828,negativo
65829,negativo
65830,negativo
65831,negativo
65832,negativo
65833,positivo
65834,positivo
65835,positivo
65836,negativo
65837,negativo
65838,positivo
65839,positivo
65840,negativo
65841,positivo
65842,positivo
65843,positivo
65844,negativo
65845,positivo
65846,negativo
65847,negativo
65848,positivo
65849,negativo
65850,negativo
65851,positivo
65852,negativo
65853,negativo
65854,negativo
65855,positivo
65856,negativo
65857,negativo
65858,positivo
65859,negativo
65860,negativo
65861,negativo
65862,positivo
65863,negativo
65864,positivo
65865,negativo
65866,positivo
65867,negativo
65868,positivo
65869,positivo
65870,negativo
65871,positivo
65872,negativo
65873,positivo
65874,positivo
65875,negativo
65876,positivo
65877,negativo
65878,negativo
65879,negativo
65880,negativo
65881,positivo
65882,positivo
65883,positivo
65884,negativo
65885,negativo
65886,negativo
65887,positivo
65888,positivo
65889,positivo
65890,negativo
65891,negativo
65892,positivo
65893,negativo
65894,positivo
65895,negativo
65896,negativo
65897,negativo
65898,positivo
65899,positivo
65900,negativo
65901,positivo
65902,positivo
65903,positivo
65904,positivo
65905,negativo
65906,positivo
65907,negativo
65908,positivo
65909,negativo
65910,negativo
65911,negativo
65912,positivo
65913,negativo
65914,negativo
65915,negativo
65916,negativo
65917,negativo
65918,negativo
65919,positivo
65920,negativo
65921,positivo
65922,positivo
65923,positivo
65924,negativo
65925,negativo
65926,negativo
65927,negativo
65928,positivo
65929,negativo
65930,negativo
65931,negativo
65932,negativo
65933,negativo
65934,negativo
65935,negativo
65936,negativo
65937,negativo
65938,positivo
65939,positivo
65940,negativo
65941,positivo
65942,negativo
65943,positivo
65944,negativo
65945,positivo
65946,positivo
65947,positivo
65948,negativo
65949,positivo
65950,negativo
65951,positivo
65952,negativo
65953,negativo
65954,positivo
65955,negativo
65956,negativo
65957,positivo
65958,negativo
65959,negativo
65960,negativo
65961,positivo
65962,negativo
65963,negativo
65964,negativo
65965,positivo
65966,positivo
65967,positivo
65968,negativo
65969,positivo
65970,positivo
65971,negativo
65972,negativo
65973,negativo
65974,positivo
65975,negativo
65976,negativo
65977,positivo
65978,negativo
65979,negativo
65980,negativo
65981,negativo
65982,negativo
65983,positivo
65984,negativo
65985,negativo
65986,positivo
65987,positivo
65988,negativo
65989,negativo
65990,negativo
65991,positivo
65992,negativo
